id_analise,data_hora,nome_arquivo,caminho_imagem,resultado,probabilidade_real,probabilidade_ia,confianca,modelo_utilizado,relatorio_json,relatorio_txt,historico_habilitado,imagem_mantida_no_historico
217d663b-6033-4da4-963a-241654110a80,2026-07-31 11:59:25,217d663b-6033-4da4-963a-241654110a80.png,C:\Users\aluno\AppData\Local\Temp\tmpscipuya2\217d663b-6033-4da4-963a-241654110a80.png,IA/MANIPULADA,0.032500,0.967500,alta,random_forest,D:\Escola\TCC\aida_modelo\saidas\relatorios\217d663b-6033-4da4-963a-241654110a80.json,D:\Escola\TCC\aida_modelo\saidas\relatorios\217d663b-6033-4da4-963a-241654110a80.txt,False,True
AIDA-2026-0080,2026-08-03 15:09:21,carrobatida.jpeg,C:\Users\aluno\Downloads\drive-download-20260803T180807Z-1-001\carrobatida.jpeg,REAL,0.912500,0.087500,alta,random_forest,D:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0080.json,D:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0080.txt,True,True
AIDA-2026-0081,2026-08-03 15:09:25,carrobatida2.webp,C:\Users\aluno\Downloads\drive-download-20260803T180807Z-1-001\carrobatida2.webp,REAL,0.925000,0.075000,alta,random_forest,D:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0081.json,D:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0081.txt,True,True
AIDA-2026-0082,2026-08-03 15:09:29,Limoeiro.jpg,C:\Users\aluno\Downloads\drive-download-20260803T180807Z-1-001\Limoeiro.jpg,REAL,0.642500,0.357500,baixa,random_forest,D:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0082.json,D:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0082.txt,True,True
AIDA-2026-0083,2026-08-03 15:09:32,vela.jpg,C:\Users\aluno\Downloads\drive-download-20260803T180807Z-1-001\vela.jpg,REAL,0.820000,0.180000,alta,random_forest,D:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0083.json,D:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0083.txt,True,True
AIDA-2026-0084,2026-08-03 15:09:36,vela2.png,C:\Users\aluno\Downloads\drive-download-20260803T180807Z-1-001\vela2.png,IA/MANIPULADA,0.477500,0.522500,baixa,random_forest,D:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0084.json,D:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0084.txt,True,True
AIDA-2026-0085,2026-08-03 15:09:41,limoeiro3.png,C:\Users\aluno\Downloads\drive-download-20260803T180807Z-1-001\limoeiro3.png,IA/MANIPULADA,0.025000,0.975000,alta,random_forest,D:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0085.json,D:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0085.txt,True,True
AIDA-2026-0086,2026-08-03 23:42:49,carrobatida.jpeg,C:\Users\PedroH\Downloads\drive-download-20260804T022946Z-1-001\carrobatida.jpeg,REAL,0.912500,0.087500,alta,random_forest,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0086.json,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0086.txt,True,True
AIDA-2026-0087,2026-08-03 23:42:53,carrobatida2.webp,C:\Users\PedroH\Downloads\drive-download-20260804T022946Z-1-001\carrobatida2.webp,REAL,0.925000,0.075000,alta,random_forest,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0087.json,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0087.txt,True,True
AIDA-2026-0088,2026-08-03 23:42:54,Limoeiro.jpg,C:\Users\PedroH\Downloads\drive-download-20260804T022946Z-1-001\Limoeiro.jpg,REAL,0.642500,0.357500,baixa,random_forest,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0088.json,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0088.txt,True,True
AIDA-2026-0089,2026-08-03 23:42:55,vela.jpg,C:\Users\PedroH\Downloads\drive-download-20260804T022946Z-1-001\vela.jpg,REAL,0.820000,0.180000,alta,random_forest,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0089.json,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0089.txt,True,True
AIDA-2026-0090,2026-08-03 23:42:58,vela2.png,C:\Users\PedroH\Downloads\drive-download-20260804T022946Z-1-001\vela2.png,IA/MANIPULADA,0.477500,0.522500,baixa,random_forest,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0090.json,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0090.txt,True,True
AIDA-2026-0091,2026-08-03 23:43:00,rolex.png,C:\Users\PedroH\Downloads\drive-download-20260804T022946Z-1-001\rolex.png,IA/MANIPULADA,0.040000,0.960000,alta,random_forest,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0091.json,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0091.txt,True,True
AIDA-2026-0092,2026-08-03 23:43:02,carrobatida3.png,C:\Users\PedroH\Downloads\drive-download-20260804T022946Z-1-001\carrobatida3.png,IA/MANIPULADA,0.092500,0.907500,alta,random_forest,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0092.json,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0092.txt,True,True
AIDA-2026-0093,2026-08-03 23:43:05,limoeiro3.png,C:\Users\PedroH\Downloads\drive-download-20260804T022946Z-1-001\limoeiro3.png,IA/MANIPULADA,0.025000,0.975000,alta,random_forest,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0093.json,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0093.txt,True,True
AIDA-2026-0094,2026-08-03 23:43:07,mustang.png,C:\Users\PedroH\Downloads\drive-download-20260804T022946Z-1-001\mustang.png,IA/MANIPULADA,0.037500,0.962500,alta,random_forest,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0094.json,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0094.txt,True,True
AIDA-2026-0095,2026-08-03 23:51:15,toamte.png,C:\Users\PedroH\Downloads\toamte.png,IA/MANIPULADA,0.132500,0.867500,alta,random_forest,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0095.json,F:\Escola\TCC\aida_modelo\saidas\relatorios\AIDA-2026-0095.txt,True,True
